API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Tue Sep 15 19:17:20 2026 Pasadena, USA      / Horizons    
 2000-Jul-26 00:00:00, , , 03 27 00.220550, +13 59 36.29823,  03 27 00.677891, +13 59 36.36008,
 2000-Jul-26 06:00:00, , , 03 40 53.620145, +14 58 55.08954,  03 40 54.015438, +14 58 54.56357,
 2000-Jul-26 12:00:00, , , 03 55 00.781004, +15 55 27.07331,  03 55 01.113632, +15 55 25.99907,
 2000-Jul-26 18:00:00, , , 04 09 21.924525, +16 48 52.93370,  04 09 22.194062, +16 48 51.35617,
 2000-Jul-27 00:00:00, , , 04 23 57.112228, +17 38 53.05578,  04 23 57.318501, +17 38 51.02500,
 2000-Jul-27 06:00:00, , , 04 38 46.226036, +18 25 07.73870,  04 38 46.369187, +18 25 05.30932,
 2000-Jul-27 12:00:00, , , 04 53 48.950570, +19 07 17.45199,  04 53 49.031129, +19 07 14.68262,
 2000-Jul-27 18:00:00, , , 05 09 04.758801, +19 45 03.13256,  05 09 04.777751, +19 45 00.08501,
 2000-Jul-28 00:00:00, , , 05 24 32.902450, +20 18 06.51734,  05 24 32.861289, +20 18 03.25567,
 2000-Jul-28 06:00:00, , , 05 40 12.408549, +20 46 10.50310,  05 40 12.309344, +20 46 07.09256,
 2000-Jul-28 12:00:00, , , 05 56 02.083407, +21 08 59.52175,  05 56 01.928832, +21 08 56.02761,
 2000-Jul-28 18:00:00, , , 06 12 00.524894, +21 26 19.91662,  06 12 00.318251, +21 26 16.40290,
 2000-Jul-29 00:00:00, , , 06 28 06.143489, +21 38 00.30251,  06 28 05.888713, +21 37 56.83068,
 2000-Jul-29 06:00:00, , , 06 44 17.191929, +21 43 51.89161,  06 44 16.893560, +21 43 48.51932,
 2000-Jul-29 12:00:00, , , 07 00 31.802583, +21 43 48.76723,  07 00 31.465724, +21 43 45.54709,
 2000-Jul-29 18:00:00, , , 07 16 48.031021, +21 37 48.08927,  07 16 47.661265, +21 37 45.06776,
 2000-Jul-30 00:00:00, , , 07 33 03.903646, +21 25 50.21870,  07 33 03.506992, +21 25 47.43529,
 2000-Jul-30 06:00:00, , , 07 49 17.466874, +21 07 58.75308,  07 49 17.049619, +21 07 56.23954,
 2000-Jul-30 12:00:00, , , 08 05 26.835162, +20 44 20.47045,  08 05 26.403793, +20 44 18.25040,
 2000-Jul-30 18:00:00, , , 08 21 30.235339, +20 15 05.18499,  08 21 29.796415, +20 15 03.27381,
 2000-Jul-31 00:00:00, , , 08 37 26.045028, +19 40 25.52311,  08 37 25.605074, +19 40 23.92799,
 2000-Jul-31 06:00:00, , , 08 53 12.823535, +19 00 36.63290,  08 53 12.388938, +19 00 35.35320,
 2000-Jul-31 12:00:00, , , 09 08 49.334232, +18 15 55.84316,  09 08 48.911154, +18 15 54.87101,
 2000-Jul-31 18:00:00, , , 09 24 14.558169, +17 26 42.28980,  09 24 14.152477, +17 26 41.61085,
 2000-Aug-01 00:00:00, , , 09 39 27.699272, +16 33 16.52711,  09 39 27.316488, +16 33 16.12142,
 2000-Aug-01 06:00:00, , , 09 54 28.181987, +15 36 00.14057,  09 54 27.827249, +15 35 59.98357,
 2000-Aug-01 12:00:00, , , 10 09 15.642564, +14 35 15.37527,  10 09 15.320615, +14 35 15.43883,
 2000-Aug-01 18:00:00, , , 10 23 49.915379, +13 31 24.79136,  10 23 49.630559, +13 31 25.04477,
 2000-Aug-02 00:00:00, , , 10 38 11.015694, +12 24 50.95483,  10 38 10.771957, +12 24 51.36581,
 2000-Aug-02 06:00:00, , , 10 52 19.120206, +11 15 56.16881,  10 52 18.921133, +11 15 56.70449,
 2000-Aug-02 12:00:00, , , 11 06 14.546532, +10 05 02.24815,  11 06 14.395359, +10 05 02.87591,
 2000-Aug-02 18:00:00, , , 11 19 57.732612, +08 52 30.33724,  11 19 57.632264, +08 52 31.02547,
 2000-Aug-03 00:00:00, , , 11 33 29.216769, +07 38 40.76967,  11 33 29.169885, +07 38 41.48849,
 2000-Aug-03 06:00:00, , , 11 46 49.618936, +06 23 52.96689,  11 46 49.627908, +06 23 53.68868,
 2000-Aug-03 12:00:00, , , 11 59 59.623414, +05 08 25.37181,  11 59 59.690414, +05 08 26.07175,
 2000-Aug-03 18:00:00, , , 12 12 59.963318, +03 52 35.41335,  12 13 00.090328, +03 52 36.06974,
 2000-Aug-04 00:00:00, , , 12 25 51.406769, +02 36 39.49713,  12 25 51.595607, +02 36 40.09176,
 2000-Aug-04 06:00:00, , , 12 38 34.744801, +01 20 53.01817,  12 38 34.997144, +01 20 53.53647,
 2000-Aug-04 12:00:00, , , 12 51 10.780859, +00 05 30.39096,  12 51 11.098256, +00 05 30.82220,
 2000-Aug-04 18:00:00, , , 13 03 40.321740, -01 09 14.90669,  13 03 40.705634, -01 09 14.56932,
 2000-Aug-05 00:00:00, , , 13 16 04.169828, -02 23 10.27982,  13 16 04.621559, -02 23 10.03920,
 2000-Aug-05 06:00:00, , , 13 28 23.116400, -03 36 03.95563,  13 28 23.637216, -03 36 03.81070,
 2000-Aug-05 12:00:00, , , 13 40 37.935872, -04 47 44.91857,  13 40 38.526931, -04 47 44.86441,
 2000-Aug-05 18:00:00, , , 13 52 49.380779, -05 58 02.84376,  13 52 50.043147, -05 58 02.87167,
 2000-Aug-06 00:00:00, , , 14 04 58.177360, -07 06 48.03061,  14 04 58.912010, -07 06 48.12824,
 2000-Aug-06 06:00:00, , , 14 17 05.021604, -08 13 51.33839,  14 17 05.829408, -08 13 51.48989,
 2000-Aug-06 12:00:00, , , 14 29 10.575644, -09 19 04.12516,  14 29 11.457362, -09 19 04.31135,
 2000-Aug-06 18:00:00, , , 14 41 15.464411, -10 22 18.19110,  14 41 16.420681, -10 22 18.38967,
 2000-Aug-07 00:00:00, , , 14 53 20.272468, -11 23 25.72733,  14 53 21.303791, -11 23 25.91308,
 2000-Aug-07 06:00:00, , , 15 05 25.540988, -12 22 19.27088,  15 05 26.647714, -12 22 19.41592,
 2000-Aug-07 12:00:00, , , 15 17 31.764842, -13 18 51.66625,  15 17 32.947150, -13 18 51.74031,
 2000-Aug-07 18:00:00, , , 15 29 39.389787, -14 12 56.03431,  15 29 40.647667, -14 12 56.00498,
 2000-Aug-08 00:00:00, , , 15 41 48.809782, -15 04 25.74847,  15 41 50.143017, -15 04 25.58150,
 2000-Aug-08 06:00:00, , , 15 54 00.364461, -15 53 14.41850,  15 54 01.772606, -15 53 14.07816,
 2000-Aug-08 12:00:00, , , 16 06 14.336813, -16 39 15.88201,  16 06 15.819180, -16 39 15.33140,
 2000-Aug-08 18:00:00, , , 16 18 30.951154, -17 22 24.20338,  16 18 32.506788, -17 22 23.40481,
 2000-Aug-09 00:00:00, , , 16 30 50.371455, -18 02 33.68003,  16 30 51.999124, -18 02 32.59539,
 2000-Aug-09 06:00:00, , , 16 43 12.700147, -18 39 38.85560,  16 43 14.398327, -18 39 37.44677,
 2000-Aug-09 12:00:00, , , 16 55 37.977485, -19 13 34.53954,  16 55 39.744346, -19 13 32.76879,
 2000-Aug-09 18:00:00, , , 17 08 06.181579, -19 44 15.83236,  17 08 08.014982, -19 44 13.66281,
 2000-Aug-10 00:00:00, , , 17 20 37.229193, -20 11 38.15591,  17 20 39.126688, -20 11 35.55191,
 2000-Aug-10 06:00:00, , , 17 33 10.977400, -20 35 37.28750,  17 33 12.936226, -20 35 34.21513,
 2000-Aug-10 12:00:00, , , 17 45 47.226147, -20 56 09.39700,  17 45 49.243242, -20 56 05.82446,
 2000-Aug-10 18:00:00, , , 17 58 25.721788, -21 13 11.08553,  17 58 27.793804, -21 13 06.98359,
 2000-Aug-11 00:00:00, , , 18 11 06.161592, -21 26 39.42470,  18 11 08.284910, -21 26 34.76709,
 2000-Aug-11 06:00:00, , , 18 23 48.199197, -21 36 31.99482,  18 23 50.369958, -21 36 26.75864,
 2000-Aug-11 12:00:00, , , 18 36 31.450961, -21 42 46.92114,  18 36 33.665092, -21 42 41.08719,
 2000-Aug-11 18:00:00, , , 18 49 15.503102, -21 45 22.90656,  18 49 17.756352, -21 45 16.45967,
 2000-Aug-12 00:00:00, , , 19 01 59.919503, -21 44 19.25991,  19 02 02.207484, -21 44 12.18920,
 2000-Aug-12 06:00:00, , , 19 14 44.250008, -21 39 35.91874,  19 14 46.568233, -21 39 28.21784,
 2000-Aug-12 12:00:00, , , 19 27 28.039029, -21 31 13.46582,  19 27 30.382956, -21 31 05.13308,
 2000-Aug-12 18:00:00, , , 19 40 10.834250, -21 19 13.13896,  19 40 13.199330, -21 19 04.17748,
 2000-Aug-13 00:00:00, , , 19 52 52.195232, -21 03 36.83357,  19 52 54.576949, -21 03 27.25133,
 2000-Aug-13 06:00:00, , , 20 05 31.701705, -20 44 27.09826,  20 05 34.095616, -20 44 16.90806,
 2000-Aug-13 12:00:00, , , 20 18 08.961351, -20 21 47.12341,  20 18 11.363129, -20 21 36.34283,
 2000-Aug-13 18:00:00, , , 20 30 43.616937, -19 55 40.72335,  20 30 46.022404, -19 55 29.37461,
 2000-Aug-14 00:00:00, , , 20 43 15.352635, -19 26 12.31269,  20 43 17.757791, -19 26 00.42250,
 2000-Aug-14 06:00:00, , , 20 55 43.899448, -18 53 26.87766,  20 55 46.300498, -18 53 14.47700,
 2000-Aug-14 12:00:00, , , 21 08 09.039672, -18 17 29.94348,  21 08 11.433046, -18 17 17.06735,
